company_code,short_name,board,csv_priority,csv_root_cause,before_status,after_status,before_strict,after_strict,before_reason,after_reason,before_page,after_page,before_anchor,after_anchor,before_value,after_value,before_evidence,after_evidence,changed,improved,regressed,dry_run,error
600844,金煤科技,sse_main,P0,not_found_but_table_evidence,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,14,14,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=2,161,600","研发投入合计=2,161,600",研发投入情况表 √适用 □不适用 单位：万元 本期费用化研发投入 216.16 本期资本化研发投入 0 研发投入合计 216.16 研发投入总额占营业收入比例（%） 0.28 研发投入资本化的比重（%） 0,研发投入情况表 √适用 □不适用 单位：万元 本期费用化研发投入 216.16 本期资本化研发投入 0 研发投入合计 216.16 研发投入总额占营业收入比例（%） 0.28 研发投入资本化的比重（%） 0,False,False,False,True,
600846,同济科技,sse_main,P0,expensed_vs_total_anchor_collision,found,found,partial,partial,non-total label '费用化研发投入',non-total label '费用化研发投入',14,14,费用化研发投入,费用化研发投入,"费用化研发投入=79,575,329.58","费用化研发投入=79,575,329.58","费用化研发投入 79,575,329.58 本期资本化研发投入 0","费用化研发投入 79,575,329.58 本期资本化研发投入 0",False,False,False,True,
600900,长江电力,sse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,14,14,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=2,311,277,700","研发投入合计=2,311,277,700","研发投入情况表 √适用 □不适用 单位：万元 研发投入合计 231,127.77 研发投入总额占营业收入比例（%） 2.74 注：研发投入为不含税金额。 (2).研发人员情况表 √适用□不适用 公司研发人员的数量 全时研发人员178，非全时研发人 员1585 6 研发人员数量占公司总人数的比例（%） / 研发人员学历结构 学历结构类别 学历结构人数 博士研究生 49 硕士研究生 449 本科及以…","研发投入情况表 √适用 □不适用 单位：万元 研发投入合计 231,127.77 研发投入总额占营业收入比例（%） 2.74 注：研发投入为不含税金额。 (2).研发人员情况表 √适用□不适用 公司研发人员的数量 全时研发人员178，非全时研发人 员1585 6 研发人员数量占公司总人数的比例（%） / 研发人员学历结构 学历结构类别 学历结构人数 博士研究生 49 硕士研究生 449 本科及以…",False,False,False,True,
601021,春秋航空,sse_main,P0,expensed_vs_total_anchor_collision,found,found,partial,partial,non-total label '费用化研发投入',non-total label '费用化研发投入',29,29,费用化研发投入,费用化研发投入,"费用化研发投入=160,629,565","费用化研发投入=160,629,565","费用化研发投入 160,629,565 本期资本化研发投入 -","费用化研发投入 160,629,565 本期资本化研发投入 -",False,False,False,True,
601099,太平洋,sse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',47,47,研发费用,研发费用,"研发费用=14,709.49 万元","研发费用=14,709.49 万元",研发费用、人员投入等。,研发费用、人员投入等。,False,False,False,True,
601186,中国铁建,sse_main,P0,expensed_vs_total_anchor_collision,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,27,27,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=25,733,643,000","研发投入合计=25,733,643,000","研发投入情况表 √适用 □不适用 单位：千元 币种：人民币 本期费用化研发投入 25,713,270 本期资本化研发投入 20,373","研发投入情况表 √适用 □不适用 单位：千元 币种：人民币 本期费用化研发投入 25,713,270 本期资本化研发投入 20,373",False,False,False,True,
601238,广汽集团,sse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,28,28,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=7,508,000,000","研发投入合计=7,508,000,000","研发投入情况表 √适用 □不适用 单位：亿元 本期费用化研发投入 14.39 本期资本化研发投入 60.69 研发投入合计 75.08 研发投入总额占营业收入比例（%） 6.97 研发投入资本化的比重（%） 80.83 (2).研发人员情况表 √适用 □不适用 公司研发人员的数量 7,317 研发人员数量占公司总人数的比例（%） 19.10 研发人员学历结构 学历结构类别 学历结构人数","研发投入情况表 √适用 □不适用 单位：亿元 本期费用化研发投入 14.39 本期资本化研发投入 60.69 研发投入合计 75.08 研发投入总额占营业收入比例（%） 6.97 研发投入资本化的比重（%） 80.83 (2).研发人员情况表 √适用 □不适用 公司研发人员的数量 7,317 研发人员数量占公司总人数的比例（%） 19.10 研发人员学历结构 学历结构类别 学历结构人数",False,False,False,True,
601330,绿色动力,sse_main,P0,expensed_vs_total_anchor_collision,found,found,partial,partial,non-total label '费用化研发投入',non-total label '费用化研发投入',26,26,费用化研发投入,费用化研发投入,"费用化研发投入=7,097,412.89","费用化研发投入=7,097,412.89","费用化研发投入 7,097,412.89 本期资本化研发投入 0 26","费用化研发投入 7,097,412.89 本期资本化研发投入 0 26",False,False,False,True,
601686,友发集团,sse_main,P0,expensed_vs_total_anchor_collision,found,found,partial,partial,non-total label '费用化研发投入',non-total label '费用化研发投入',17,17,费用化研发投入,费用化研发投入,"费用化研发投入=145,312,277.44","费用化研发投入=145,312,277.44","费用化研发投入 145,312,277.44 本期资本化研发投入 0.00","费用化研发投入 145,312,277.44 本期资本化研发投入 0.00",False,False,False,True,
601727,上海电气,sse_main,P0,not_found_but_table_evidence,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,18,18,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=5,694,000,000","研发投入合计=5,694,000,000","研发投入情况表 √适用 □不适用 单位：亿元 本期费用化研发投入 56.65 本期资本化研发投入 0.29 研发投入合计 56.94 研发投入总额占营业收入比例（%） 4.9 研发投入资本化的比重（%） 0.5 (2).研发人员情况表 √适用 □不适用 公司研发人员的数量 3,925 研发人员数量占公司总人数的比例（%） 9.75 研发人员学历结构 学历结构类别 学历结构人数 博士研究生 108","研发投入情况表 √适用 □不适用 单位：亿元 本期费用化研发投入 56.65 本期资本化研发投入 0.29 研发投入合计 56.94 研发投入总额占营业收入比例（%） 4.9 研发投入资本化的比重（%） 0.5 (2).研发人员情况表 √适用 □不适用 公司研发人员的数量 3,925 研发人员数量占公司总人数的比例（%） 9.75 研发人员学历结构 学历结构类别 学历结构人数 博士研究生 108",False,False,False,True,
601778,晶科科技,sse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',18,18,研发费用,研发费用,"研发费用=3,799,887.16","研发费用=3,799,887.16","研发费用 3,799,887.16 5,264,011.85 -27.81 经营活动产生的现金流量净额 1,044,536,587.02 -597,644,434.26 不适用 投资活动产生的现金流量净额 -1,190,846,651.34 -2,552,147,226.64 不适用 筹资活动产生的现金流量净额 1,026,043,146.99 2,867,077,725.45 -64.21 经…","研发费用 3,799,887.16 5,264,011.85 -27.81 经营活动产生的现金流量净额 1,044,536,587.02 -597,644,434.26 不适用 投资活动产生的现金流量净额 -1,190,846,651.34 -2,552,147,226.64 不适用 筹资活动产生的现金流量净额 1,026,043,146.99 2,867,077,725.45 -64.21 经…",False,False,False,True,
601865,福莱特,sse_main,P0,not_found_but_table_evidence,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,16,16,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=604,790,000","研发投入合计=604,790,000",研发投入情况表 √适用 □不适用 单位：百万元 本期费用化研发投入 604.79 本期资本化研发投入 - 研发投入合计 604.79 研发投入总额占营业收入比例（%） 3.24 研发投入资本化的比重（%） - (2).研发人员情况表 √适用 □不适用 公司研发人员的数量 715 研发人员数量占公司总人数的比例（%） 9.22 研发人员学历结构 学历结构类别 学历结构人数 博士研究生 1 硕士研究…,研发投入情况表 √适用 □不适用 单位：百万元 本期费用化研发投入 604.79 本期资本化研发投入 - 研发投入合计 604.79 研发投入总额占营业收入比例（%） 3.24 研发投入资本化的比重（%） - (2).研发人员情况表 √适用 □不适用 公司研发人员的数量 715 研发人员数量占公司总人数的比例（%） 9.22 研发人员学历结构 学历结构类别 学历结构人数 博士研究生 1 硕士研究…,False,False,False,True,
601898,中煤能源,sse_main,P0,not_found_but_table_evidence,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,27,27,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=4,237,000,000","研发投入合计=4,237,000,000",研发投入情况表 √适用 □不适用 单位：亿元 本期费用化研发投入 31.17 本期资本化研发投入 11.20 研发投入合计 42.37 研发投入总额占营业收入比例（%） 2.24 研发投入资本化的比重（%） 26.43 注：相关统计口径参照国家统计局《关于印发<研究与试验（R&D）投入统计规范（试行）>的通 知》（国统字〔2019〕47 号）的相关标准。 (2) 研发人员情况表 √适用 □不适用…,研发投入情况表 √适用 □不适用 单位：亿元 本期费用化研发投入 31.17 本期资本化研发投入 11.20 研发投入合计 42.37 研发投入总额占营业收入比例（%） 2.24 研发投入资本化的比重（%） 26.43 注：相关统计口径参照国家统计局《关于印发<研究与试验（R&D）投入统计规范（试行）>的通 知》（国统字〔2019〕47 号）的相关标准。 (2) 研发人员情况表 √适用 □不适用…,False,False,False,True,
603000,人民网,sse_main,P0,expensed_vs_total_anchor_collision,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,19,19,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=125,766,096","研发投入合计=125,766,096","研发投入情况表 √适用 □不适用 单位：元 本期费用化研发投入 115,222,773.70 本期资本化研发投入 10,543,322.63 研发投入合计 125,766,096.33 研发投入总额占营业收入比例（%） 6.02 研发投入资本化的比重（%） 8.38 (2). 研发人员情况表 √适用□不适用","研发投入情况表 √适用 □不适用 单位：元 本期费用化研发投入 115,222,773.70 本期资本化研发投入 10,543,322.63 研发投入合计 125,766,096.33 研发投入总额占营业收入比例（%） 6.02 研发投入资本化的比重（%） 8.38 (2). 研发人员情况表 √适用□不适用",False,False,False,True,
603031,安孚科技,sse_main,P0,expensed_vs_total_anchor_collision,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,30,30,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=135,854,474","研发投入合计=135,854,474","研发投入情况表 √适用 □不适用 单位：元 本期费用化研发投入 135,854,472.84 本期资本化研发投入 - 序号 供应商名称 采购额 占年度采购总额 比例（%） 1 供应商1 396,864,735.97 17.33 2 供应商2 188,858,849.56 8.25 3 供应商3 119,525,265.42 5.22 4 供应商4 116,641,996.45 5.09 5 供应…","研发投入情况表 √适用 □不适用 单位：元 本期费用化研发投入 135,854,472.84 本期资本化研发投入 - 序号 供应商名称 采购额 占年度采购总额 比例（%） 1 供应商1 396,864,735.97 17.33 2 供应商2 188,858,849.56 8.25 3 供应商3 119,525,265.42 5.22 4 供应商4 116,641,996.45 5.09 5 供应…",False,False,False,True,
603259,药明康德,sse_main,P0,expensed_vs_total_anchor_collision,found,found,partial,partial,non-total label '费用化研发投入',non-total label '费用化研发投入',18,18,费用化研发投入,费用化研发投入,"费用化研发投入=123,852.50","费用化研发投入=123,852.50","费用化研发投入 123,852.50 本期资本化研发投入 -","费用化研发投入 123,852.50 本期资本化研发投入 -",False,False,False,True,
603277,银都股份,sse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',17,17,研发费用,研发费用,"研发费用=62,880,106.80","研发费用=62,880,106.80","研发费用 62,880,106.80 65,579,861.00 -4.12 财务费用 -24,611,643.56 -53,352,488.68 53.87 4、研发投入 (1).研发投入情况表 □适用 √不适用 (2).研发人员情况表 √适用□不适用 公司研发人员的数量 174 研发人员数量占公司总人数的比例（%） 7.22 研发人员学历结构 学历结构类别 学历结构人数 博士研究生 硕士研究…","研发费用 62,880,106.80 65,579,861.00 -4.12 财务费用 -24,611,643.56 -53,352,488.68 53.87 4、研发投入 (1).研发投入情况表 □适用 √不适用 (2).研发人员情况表 √适用□不适用 公司研发人员的数量 174 研发人员数量占公司总人数的比例（%） 7.22 研发人员学历结构 学历结构类别 学历结构人数 博士研究生 硕士研究…",False,False,False,True,
603309,维力医疗,sse_main,P0,expensed_vs_total_anchor_collision,found,found,partial,partial,non-total label '费用化研发投入',non-total label '费用化研发投入',20,20,费用化研发投入,费用化研发投入,"费用化研发投入=111,112,162.68","费用化研发投入=111,112,162.68","费用化研发投入 111,112,162.68 本期资本化研发投入 0","费用化研发投入 111,112,162.68 本期资本化研发投入 0",False,False,False,True,
603355,莱克电气,sse_main,P0,expensed_vs_total_anchor_collision,found,found,partial,partial,non-total label '费用化研发投入',non-total label '费用化研发投入',26,26,费用化研发投入,费用化研发投入,"费用化研发投入=536,147,682.68","费用化研发投入=536,147,682.68","费用化研发投入 536,147,682.68 本期资本化研发投入 0","费用化研发投入 536,147,682.68 本期资本化研发投入 0",False,False,False,True,
603558,健盛集团,sse_main,P0,expensed_vs_total_anchor_collision,found,found,partial,partial,non-total label '费用化研发投入',non-total label '费用化研发投入',19,19,费用化研发投入,费用化研发投入,"费用化研发投入=64,465,423.82","费用化研发投入=64,465,423.82","费用化研发投入 64,465,423.82 本期资本化研发投入","费用化研发投入 64,465,423.82 本期资本化研发投入",False,False,False,True,
603668,天马科技,sse_main,P0,expensed_vs_total_anchor_collision,found,found,partial,partial,non-total label '费用化研发投入',non-total label '费用化研发投入',46,46,费用化研发投入,费用化研发投入,"费用化研发投入=114,175,201.26","费用化研发投入=114,175,201.26","费用化研发投入 114,175,201.26 本期资本化研发投入 0","费用化研发投入 114,175,201.26 本期资本化研发投入 0",False,False,False,True,
603682,锦和商管,sse_main,P0,expensed_vs_total_anchor_collision,found,found,partial,partial,non-total label '费用化研发投入',non-total label '费用化研发投入',17,17,费用化研发投入,费用化研发投入,"费用化研发投入=2,186,070.72","费用化研发投入=2,186,070.72","费用化研发投入 2,186,070.72 本期资本化研发投入 0","费用化研发投入 2,186,070.72 本期资本化研发投入 0",False,False,False,True,
603687,大胜达,sse_main,P0,expensed_vs_total_anchor_collision,found,found,partial,partial,non-total label '费用化研发投入',non-total label '费用化研发投入',29,29,费用化研发投入,费用化研发投入,"费用化研发投入=82,853,258.50","费用化研发投入=82,853,258.50","费用化研发投入 82,853,258.50 本期资本化研发投入 0","费用化研发投入 82,853,258.50 本期资本化研发投入 0",False,False,False,True,
603698,航天工程,sse_main,P0,expensed_vs_total_anchor_collision,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,19,19,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=246,711,585","研发投入合计=246,711,585","研发投入情况表 √适用 □不适用 单位：元 本期费用化研发投入 246,676,800.81 本期资本化研发投入 34,784.57","研发投入情况表 √适用 □不适用 单位：元 本期费用化研发投入 246,676,800.81 本期资本化研发投入 34,784.57",False,False,False,True,
603776,永安行,sse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,24,24,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=35,306,136","研发投入合计=35,306,136","研发投入情况表 √适用 □不适用 单位：元 本期费用化研发投入 35,306,135.73 本期资本化研发投入 0 研发投入合计 35,306,135.73 研发投入总额占营业收入比例（%） 7.71 研发投入资本化的比重（%） 0 项目 2024 年 2023 年 同比增减（%） 销售费用 9,034,151.12 7,814,389.54 15.61 管理费用 43,370,314.55 3…","研发投入情况表 √适用 □不适用 单位：元 本期费用化研发投入 35,306,135.73 本期资本化研发投入 0 研发投入合计 35,306,135.73 研发投入总额占营业收入比例（%） 7.71 研发投入资本化的比重（%） 0 项目 2024 年 2023 年 同比增减（%） 销售费用 9,034,151.12 7,814,389.54 15.61 管理费用 43,370,314.55 3…",False,False,False,True,
605090,九丰能源,sse_main,P0,expensed_vs_total_anchor_collision,found,found,partial,partial,non-total label '费用化研发投入',non-total label '费用化研发投入',41,41,费用化研发投入,费用化研发投入,"费用化研发投入=9,818,659.59","费用化研发投入=9,818,659.59","费用化研发投入 9,818,659.59 本期资本化研发投入","费用化研发投入 9,818,659.59 本期资本化研发投入",False,False,False,True,
605133,嵘泰股份,sse_main,P0,expensed_vs_total_anchor_collision,found,found,partial,partial,non-total label '费用化研发投入',non-total label '费用化研发投入',17,17,费用化研发投入,费用化研发投入,"费用化研发投入=103,135,376.92","费用化研发投入=103,135,376.92","费用化研发投入 103,135,376.92 本期资本化研发投入 0","费用化研发投入 103,135,376.92 本期资本化研发投入 0",False,False,False,True,
605199,ST葫芦娃,sse_main,P0,expensed_vs_total_anchor_collision,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,28,28,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=249,539,785","研发投入合计=249,539,785","研发投入情况表 √适用 □不适用 单位：元 本期费用化研发投入 202,080,443.80 本期资本化研发投入 47,459,340.96","研发投入情况表 √适用 □不适用 单位：元 本期费用化研发投入 202,080,443.80 本期资本化研发投入 47,459,340.96",False,False,False,True,
605303,园林股份,sse_main,P0,expensed_vs_total_anchor_collision,found,found,partial,partial,non-total label '费用化研发投入',non-total label '费用化研发投入',16,16,费用化研发投入,费用化研发投入,"费用化研发投入=10,535,789.08","费用化研发投入=10,535,789.08","费用化研发投入 10,535,789.08 本期资本化研发投入","费用化研发投入 10,535,789.08 本期资本化研发投入",False,False,False,True,
688081,兴图新科,star,P0,not_found_but_table_evidence,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,29,29,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=40,751,382","研发投入合计=40,751,382","研发投入情况表 单位：元 本年度 上年度 变化幅度（%） 费用化研发投入 35,638,014.38 32,066,192.73 11.14 资本化研发投入 5,113,367.43 7,902,094.09 -35.29 研发投入合计 40,751,381.81 39,968,286.82 1.96 研发投入总额占营业收入 比例（%） 26.64 26.75 减少0.11 个百分 点 研发投入…","研发投入情况表 单位：元 本年度 上年度 变化幅度（%） 费用化研发投入 35,638,014.38 32,066,192.73 11.14 资本化研发投入 5,113,367.43 7,902,094.09 -35.29 研发投入合计 40,751,381.81 39,968,286.82 1.96 研发投入总额占营业收入 比例（%） 26.64 26.75 减少0.11 个百分 点 研发投入…",False,False,False,True,
688429,时创能源,star,P0,not_found_but_table_evidence,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,25,25,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=231,489,952","研发投入合计=231,489,952","研发投入情况表 单位：元 本年度 上年度 变化幅度（%） 费用化研发投入 231,489,952.36 162,820,849.23 42.17 资本化研发投入 研发投入合计 231,489,952.36 162,820,849.23 42.17 研发投入总额占营业收入比例（%） 32.57 9.41 增加23.16 个百分点 研发投入资本化的比重（%） 研发投入总额较上年发生重大变化的原因 √…","研发投入情况表 单位：元 本年度 上年度 变化幅度（%） 费用化研发投入 231,489,952.36 162,820,849.23 42.17 资本化研发投入 研发投入合计 231,489,952.36 162,820,849.23 42.17 研发投入总额占营业收入比例（%） 32.57 9.41 增加23.16 个百分点 研发投入资本化的比重（%） 研发投入总额较上年发生重大变化的原因 √…",False,False,False,True,
688571,杭华股份,star,P0,profit_statement_研发费用_not_rnd_table,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,23,23,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=55,043,208","研发投入合计=55,043,208","研发投入情况表 单位：元 本年度 上年度 变化幅度（%） 费用化研发投入 55,043,208.13 47,653,566.43 15.51 资本化研发投入 研发投入合计 55,043,208.13 47,653,566.43 15.51 研发投入总额占营业收入比例（%） 4.33 4.01 增加0.32 个百分点 研发投入资本化的比重（%） 注：根据《企业会计准则应用指南汇编（2024）》的相…","研发投入情况表 单位：元 本年度 上年度 变化幅度（%） 费用化研发投入 55,043,208.13 47,653,566.43 15.51 资本化研发投入 研发投入合计 55,043,208.13 47,653,566.43 15.51 研发投入总额占营业收入比例（%） 4.33 4.01 增加0.32 个百分点 研发投入资本化的比重（%） 注：根据《企业会计准则应用指南汇编（2024）》的相…",False,False,False,True,
