code,short_name,board,field,strict_label,status,page,root_cause,priority,fix_type,confidence,evidence_summary,recommended_action,notes
002323,*ST雅博,szse_main,revenue_by_region,partial,found,17,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内 314,707,040.87 299,441,474.58 4.85% -55.38% -49.82% -10.54% 分销售模式 公司主营业务数据统计口径在报告期发生调整的情况下，公司最近1 年按报告期末口径调整后的主营业务数据 □适用 不适用 公司不同业务类型的情况 单位：元 业务类型 营业收入 营业成本 毛利率 金属屋面工程 204,807,714.34 177,906,6…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
002354,天娱数科,szse_main,revenue_by_region,partial,found,16,single_row_domestic_foreign,P1,audit_only,medium,"分地区 境内 1,569,988,220.77 99.46% 1,745,598,048.71 99.10% -10.06% 境外 8,587,055.65 0.54% 15,776,413.00 0.90% -45.57% （2） 占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用 □不适用 单位：元 营业收入 营业成本 毛利率 营业收入比上 年同期增减 营业成本比上…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
002404,嘉欣丝绸,szse_main,revenue_by_region,partial,partial,16,status_partial_multi_row,P1,manual_review,low,"分地区 境内 2,174,992,193.63 1,930,924,506.34 11.22% 9.24% 9.65% -0.33% 境外 2,386,228,488.75 2,064,778,794.73 13.47% 3.73% 7.23% -2.83% 分销售模式 直销 4,561,220,682.38 3,995,703,301.07 12.40% 6.29% 8.39% -1.70%…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=3
002410,广联达,szse_main,revenue_by_region,partial,found,15,single_row_domestic_foreign,P1,audit_only,medium,"分地区 中国境内 5,999,425,137.84 946,180,809.90 84.23% -5.24% -15.47% 1.91% 公司主营业务数据统计口径在报告期发生调整的情况下，公司最近1 年按报告期末口径调整后的主营业务数据 □适用 不适用 （3） 公司实物销售收入是否大于劳务收入 是 □否 行业分类 项目 单位 2024 年 2023 年 同比增减 软件与信息技术 服务业 销售…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
002418,康盛股份,szse_main,revenue_by_region,partial,found,22,single_row_domestic_foreign,P1,audit_only,medium,"分地区 境内 2,381,327,016.11 91.05% 2,063,666,710.74 89.84% 15.39% 境外 234,221,127.02 8.95% 233,483,796.14 10.16% 0.32% （2） 占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用 □不适用 单位：元 营业收入 营业成本 毛利率 营业收入比 上年同期增减 营业成本比…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
002502,ST鼎龙,szse_main,revenue_by_region,partial,found,17,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内 611,337,785.88 100.00% 357,992,172.40 100.00% 70.77% 国外 0.00% 0.00% 0.00% 分销售模式 直销 330,217,805.71 54.02% 274,497,122.10 76.68% 20.30% 代理 273,427,304.22 44.73% 70,868,535.73 19.80% 285.82% 其他 7…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
002519,银河电子,szse_main,revenue_by_region,partial,found,13,single_row_domestic_foreign,P1,audit_only,medium,"分地区 内销 510,902,999.24 96.61% 1,102,319,853.29 97.69% -53.65% 外销 17,924,183.40 3.39% 26,104,699.93 2.31% -31.34% 分销售模式 直销 528,827,182.64 100.00% 1,128,424,553.22 100.00% -53.14% （2） 占公司营业收入或营业利润10%以上的…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
002568,百润股份,szse_main,revenue_by_region,partial,partial,20,status_partial_multi_row,P1,manual_review,low,"分地区 华北区域 556,321,680.23 166,126,545.79 70.14% -7.29% -10.64% 1.12% 华东区域 1,014,900,681.59 308,981,065.28 69.56% -6.84% -16.47% 3.51% 华南区域 929,569,769.85 276,763,155.90 70.23% 0.41% -6.43% 2.18% 华西区域 5…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=6
002609,捷顺科技,szse_main,revenue_by_region,partial,found,16,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内 1,573,661,224.19 948,428,374.26 39.73% -3.86% -0.97% -1.76% 分销售模式 公司主营业务数据统计口径在报告期发生调整的情况下，公司最近1 年按报告期末口径调整后的主营业务数据 □适用 不适用 （3） 公司实物销售收入是否大于劳务收入 是 □否 行业分类 项目 单位 2024 年 2023 年 同比增减 安防行业 销售量 台…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
002647,仁东控股,szse_main,revenue_by_region,partial,found,14,single_row_domestic_foreign,P1,audit_only,medium,"分地区 境内 1,159,000,575.6 5 100.00% 1,800,346,178.1 0 100.00% -35.62% 分销售模式 （2） 占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用 □不适用 单位：元 营业收入 营业成本 毛利率 营业收入比上 年同期增减 营业成本比上 年同期增减 毛利率比上年 同期增减 分行业 服务业 1,083,674,07…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
002665,ST航高,szse_main,revenue_by_region,partial,found,18,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内 880,231,543. 29 745,953,745. 26 15.25% 35.38% 43.94% -5.05% 分销售模式 公司主营业务数据统计口径在报告期发生调整的情况下，公司最近1 年按报告期末口径调整后的主营业务数据 □适用 不适用 （3） 公司实物销售收入是否大于劳务收入 是 □否 行业分类 项目 单位 2023 年 2022 年 同比增减 电站空冷设备 销售量…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
002714,牧原股份,szse_main,revenue_by_region,partial,found,25,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内 137,946,892,076.87 100.00% 110,860,727,714.40 100.00% 24.43% 分销售模式 （2） 占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用 □不适用 单位：元 营业收入 营业成本 毛利率 营业收入比上 年同期增减 营业成本比上 年同期增减 毛利率比上 年同期增减 分行业 养殖业务 136,229,329…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
002783,凯龙股份,szse_main,revenue_by_region,wrong,found,18,wrong_table_sales_mode_bleed,P1,extraction_tier4,medium,"分地区 分销售模式 公司主营业务数据统计口径在报告期发生调整的情况下，公司最近1 年按报告期末口径调整后的主营业务数据 □适用 不适用 各类民用爆炸产品的产能情况 适用 □不适用 产品类别 许可产能 产能利用率 在建产能 投资建设情况 工业炸药及制品（含混装） 230,700 吨 85.35% - - 雷管 5,000 万发 77.42% - - 工业导爆索 2,000 万米 55.30%…",PDF review then extraction,Captured sales-mode sibling table; data_rows=0; raw_rows=0; flags={}
002817,黄山胶囊,szse_main,revenue_by_region,partial,partial,14,status_partial_multi_row,P1,manual_review,low,"分地区 国内销售 393,825,275.13 83.18% 418,724,286.73 90.48% -5.95% 国外销售 79,657,943.77 16.82% 44,046,928.83 9.52% 80.85% 分销售模式 直销 473,483,218.90 100.00% 462,771,215.56 100.00% 2.31% （2） 占公司营业收入或营业利润10%以上的行业、…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=3
002820,桂发祥,szse_main,revenue_by_region,partial,partial,22,status_partial_multi_row,P1,manual_review,low,"分地区 天津地区 444,106,748.79 89.61% 468,658,780.86 93.01% -5.24% 电商 45,440,821.59 9.17% 28,568,019.96 5.67% 59.06% 其他地区 6,047,840.98 1.22% 6,633,058.82 1.32% -8.82% 分销售模式 直销 378,066,003.26 76.29% 386,347,…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=3
002845,同兴达,szse_main,revenue_by_region,partial,partial,16,status_partial_multi_row,P1,manual_review,low,"分地区 国内 7,303,851,26 3.93 6,822,697,02 4.21 6.59% 13.34% 15.19% -1.50% 国外 2,254,939,67 0.55 2,076,324,79 8.41 7.92% 8.95% 9.17% -0.19% 分销售模式 直销 9,558,790,93 4.48 8,899,021,82 2.62 6.90% 12.27% 13.73%…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=3
002879,长缆科技,szse_main,revenue_by_region,partial,partial,15,status_partial_multi_row,P1,manual_review,low,"分地区 东北地区 42,594,991.33 3.43% 46,289,027.21 4.44% -7.98% 华北地区 111,041,397.22 8.94% 119,216,755.23 11.44% -6.86% 华东地区 686,634,018.92 55.28% 399,139,876.82 38.30% 72.03% 华南地区 72,958,145.03 5.87% 102,349…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=3
002891,中宠股份,szse_main,revenue_by_region,partial,partial,32,status_partial_multi_row,P1,manual_review,low,"分地区 境内 1,414,148,338.05 31.67% 1,085,601,594.01 28.97% 30.26% 境外 3,050,603,248.88 68.33% 2,661,600,514.56 71.03% 14.62% 分销售模式 OEM 2,615,911,058.63 58.59% 2,158,107,185.40 57.59% 21.21% 经销 1,194,625,8…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=5
002892,科力尔,szse_main,revenue_by_region,partial,partial,20,status_partial_multi_row,P1,manual_review,low,"分地区 国内地区 816,304,459. 96 689,322,115. 27 15.56% 21.62% 21.92% -0.21% 海外地区 840,198,848. 18 665,722,861. 60 20.77% 34.63% 35.82% -0.70% 分销售模式 公司主营业务数据统计口径在报告期发生调整的情况下，公司最近1 年按报告期末口径调整后的主营业务数据 □适用不适用 （…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=2
002895,川恒股份,szse_main,revenue_by_region,partial,found,29,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内销售 4,060,218,363.05 68.75% 2,927,126,187.78 67.77% 38.71% 国际销售 1,845,428,630.35 31.25% 1,392,382,218.97 32.23% 32.54% 分销售模式 直销模式 5,234,035,680.71 88.63% 3,741,910,201.54 86.63% 39.88% 经销模式 671,…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
002896,中大力德,szse_main,revenue_by_region,partial,partial,18,status_partial_multi_row,P1,manual_review,low,"分地区 国内 907,214,399. 81 686,041,419. 80 24.38% -11.38% -15.30% 3.50% 国外 69,128,589.2 8 37,399,293.9 6 45.90% 11.10% 1.62% 5.05% 分销售模式 直销模式 580,936,597. 76 408,569,484. 83 29.67% -9.68% -16.91% 6.12% 经…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=4
002920,德赛西威,szse_main,revenue_by_region,partial,found,21,single_row_domestic_foreign,P1,audit_only,medium,"分地区 境内销售 25,910,497,743.16 93.82% 20,264,341,648.64 92.50% 27.86% 境外销售 1,707,566,049.31 6.18% 1,643,660,910.55 7.50% 3.89% （2） 占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用 □不适用 单位：元 营业收入 营业成本 毛利率 营业收入比上 年同…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
002931,锋龙股份,szse_main,revenue_by_region,partial,partial,21,status_partial_multi_row,P1,manual_review,low,"分地区 国内 292,120,555. 07 238,910,163. 02 18.22% 3.61% 3.61% 0.00% 国外 186,569,166. 90 145,341,076. 82 22.10% 23.24% 19.56% 2.40% 分销售模式 直销 478,689,721. 97 384,251,239. 84 19.73% 10.47% 9.12% 1.00% 公司主营业务…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=3
002985,北摩高科,szse_main,revenue_by_region,partial,found,23,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内 537,899,353.73 100.00% 954,016,301.63 100.00% -43.62% 分销售模式 （2） 占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用 □不适用 单位：元 营业收入 营业成本 毛利率 营业收入比上 年同期增减 营业成本比上 年同期增减 毛利率比上年 同期增减 分行业 军品 473,341,934. 65 227,…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
300011,鼎汉技术,chinext,revenue_by_region,partial,found,38,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内 1,428,989,213. 53 1,004,664,45 6.26 29.69% 2.58% 3.94% 降低0.92 个百分点 海外 158,780,317.17 137,646,671. 18 13.31% 27.56% 17.97% 增长7.05 个百分点 分销售模式 直接销售 1,587,769,530. 70 1,142,311,12 7.44 28.06% 4.63…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
300097,智云股份,chinext,revenue_by_region,partial,partial,18,status_partial_multi_row,P1,manual_review,low,"分地区 华东 76,415,039.0 2 43,479,085.3 8 43.10% 1.35% -31.53% 27.32% 华中 52,992,885.8 7 43,992,213.4 2 16.98% 79.20% 98.83% -8.20% 西南 192,036,764. 77 122,417,780. 59 36.25% -25.57% -6.62% -12.94% 分销售模式 直销…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=4
300125,*ST聆达,chinext,revenue_by_region,partial,found,16,single_row_domestic_foreign,P1,audit_only,medium,"分地区 中国境内 61,151,347.41 100.00% 838,900,167.67 100.00% -92.71% 中国境外 不同技术类别产销情况 单位：元 技术类别 销售量 销售收入 毛利率 产能 产量 在建产能 计划产能 光伏电站 16,987,586 度 11,731,817.97 -54.53% 53MW 17,182,058 度 0 0 太阳能电池 10,578,471 18,…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
300155,安居宝,chinext,revenue_by_region,partial,found,22,single_row_domestic_foreign,P1,audit_only,medium,"分地区 境内销售 206,832,394.50 100.00% 360,960,480.60 100.00% -42.70% 分销售模式 （2） 占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用 □不适用 单位：元 营业收入 营业成本 毛利率 营业收入比上 年同期增减 营业成本比上 年同期增减 毛利率比上年 同期增减 分行业 工业 183,461,924.88 118…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
300198,*ST纳川,chinext,revenue_by_region,partial,found,26,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内地区 157,165,374. 10 125,282,788. 77 20.29% -60.31% -63.97% 8.09% 分销售模式 公司主营业务数据统计口径在报告期发生调整的情况下，公司最近1 年按报告期末口径调整后的主营业务数据 □适用 不适用 （3） 公司实物销售收入是否大于劳务收入 是 □否 行业分类 项目 单位 2024 年 2023 年 同比增减 管道业 销售量…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
300242,佳云科技,chinext,revenue_by_region,partial,found,14,single_row_domestic_foreign,P1,audit_only,medium,"分地区 境内 1,571,912,859.36 1,458,339,514.16 7.23% 108.30% 115.51% -3.10% 分销售模式 公司主营业务数据统计口径在报告期发生调整的情况下，公司最近1 年按报告期末口径调整后的主营业务数据 □适用 不适用 （3） 公司实物销售收入是否大于劳务收入 □是 否 （4） 公司已签订的重大销售合同、重大采购合同截至本报告期的履行情况 □适…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
300249,依米康,chinext,revenue_by_region,partial,found,20,single_row_domestic_foreign,P1,audit_only,medium,"分地区 境内 1,096,844,295.72 952,842,744.00 13.13% 36.89% 37.83% -0.60% 分销售模式 公司主营业务数据统计口径在报告期发生调整的情况下，公司最近1 年按报告期末口径调整后的主营业务数据 □适用 不适用 （3） 公司实物销售收入是否大于劳务收入 是 □否 行业分类 项目 单位 2024 年 2023 年 同比增减 信息数据领域 销售量…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
300307,慈星股份,chinext,revenue_by_region,partial,found,14,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内 2,039,426,77 9.54 1,452,185,47 5.02 28.79% 11.42% 6.69% 3.16% 分销售模式 公司主营业务数据统计口径在报告期发生调整的情况下，公司最近1 年按报告期末口径调整后的主营业务数据 □适用 不适用 （3） 公司实物销售收入是否大于劳务收入 是 □否 行业分类 项目 单位 2024 年 2023 年 同比增减 横机业务 销售量…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
300313,天山生物,chinext,revenue_by_region,partial,found,19,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内 137,601,816.77 100.00% 137,499,875.86 100.00% 0.07% 分销售模式 （2） 占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用 □不适用 单位：元 营业收入 营业成本 毛利率 营业收入比上 年同期增减 营业成本比上 年同期增减 毛利率比上年 同期增减 分行业 畜牧业 104,416,904.35 125,85…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
300314,戴维医疗,chinext,revenue_by_region,partial,partial,25,status_partial_multi_row,P1,manual_review,low,"分地区 境内 297,429,174.37 56.44% 410,607,547.33 66.41% -27.56% 境外 229,596,853.74 43.56% 207,690,691.41 33.59% 10.55% 分销售模式 直销 7,354,721.43 1.40% 8,975,574.13 1.45% -18.06% 经销 519,671,306.68 98.60% 609,32…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=4
300368,汇金股份,chinext,revenue_by_region,partial,found,29,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内业务 177,768,770.45 117,415,129.61 33.95% -49.16% -50.73% 2.10% 分销售模式 公司主营业务数据统计口径在报告期发生调整的情况下，公司最近1 年按报告期末口径调整后的主营业务数据 □适用 不适用 （3） 公司实物销售收入是否大于劳务收入 是 □否 行业分类 项目 单位 2024 年 2023 年 同比增减 金融专用、智能 办…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
300412,迦南科技,chinext,revenue_by_region,partial,found,18,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内 1,291,535,409.58 93.38% 971,450,745.06 92.78% 32.95% 国外 91,575,130.69 6.62% 75,643,146.20 7.22% 21.06% 分销售模式 （2） 占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用 □不适用 单位：元 营业收入 营业成本 毛利率 营业收入比上 年同期增减 营业成…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
300417,南华仪器,chinext,revenue_by_region,partial,found,19,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内 120,249,601.87 73,352,126.23 39.00% 8.06% 6.67% 0.80% 分销售模式 公司主营业务数据统计口径在报告期发生调整的情况下，公司最近1 年按报告期末口径调整后的主营业务数据 □适用 不适用 （3） 公司实物销售收入是否大于劳务收入 是 □否 行业分类 项目 单位 2024 年 2023 年 同比增减 机动车检测设备 及系统 销售量…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
300435,中泰股份,chinext,revenue_by_region,wrong,found,15,wrong_table_sales_mode_bleed,P1,extraction_tier4,medium,"分地区 分销售模式 公司主营业务数据统计口径在报告期发生调整的情况下，公司最近1 年按报告期末口径调整后的主营业务数据 □适用不适用 （3）公司实物销售收入是否大于劳务收入 是□否 行业分类 项目 单位 2024 年 2023 年 同比增减 深冷设备行业 销售量 元 1,158,188,939.98 1,018,508,075.45 13.71% 生产量 元 915,614,573.87 7…",PDF review then extraction,"Captured sales-mode sibling table; data_rows=0; raw_rows=0; flags={'stitched': True, 'preview_trimmed': True, 'continuation_page': 16}"
300472,*ST新元,chinext,revenue_by_region,partial,found,23,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内销售 110,326,539.86 87.39% 124,305,646.25 96.55% -9.16% 国外销售 20,414,491.61 15.61% 4,439,001.83 3.45% 12.16% 分销售模式 直销 127,797,978.36 97.75% 124,736,766.01 96.89% 0.86% 经销 2,943,053.11 2.25% 4,007,…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
300483,首华燃气,chinext,revenue_by_region,partial,found,21,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内 1,545,946,823.25 100.00% 1,156,132,502.88 85.40% 33.72% 国外 197,727,369.67 14.60% -100.00% 分销售模式 无 （2） 占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用 □不适用 单位：元 营业收入 营业成本 毛利率 营业收入比上 年同期增减 营业成本比上 年同期增减 毛…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
300516,久之洋,chinext,revenue_by_region,partial,found,17,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内 534,339,930.21 100.00% 769,698,773.66 100.00% -30.58% 分销售模式 （2） 占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用 □不适用 单位：元 营业收入 营业成本 毛利率 营业收入比上 年同期增减 营业成本比上 年同期增减 毛利率比上年 同期增减 分行业 其他电子设备 制造业 534,283,182.…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
300560,中富通,chinext,revenue_by_region,partial,found,29,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内 1,193,892,45 6.74 983,492,674. 54 17.62% -5.92% -8.17% 2.02% 公司主营业务数据统计口径在报告期发生调整的情况下，公司最近1 年按报告期末口径调整后的主营业务数据 □适用 不适用 （3） 公司实物销售收入是否大于劳务收入 □是 否 （4） 公司已签订的重大销售合同、重大采购合同截至本报告期的履行情况 适用 □不适用 已…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
301002,崧盛股份,chinext,revenue_by_region,partial,found,28,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内 740,354,616.16 83.79% 666,232,341.57 87.31% 11.13% 国外 143,178,180.82 16.21% 96,867,634.37 12.69% 47.81% 分销售模式 直销 883,532,796.98 100.00% 763,099,975.94 100.00% 15.78% 公司需遵守《深圳证券交易所上市公司自律监管指引第4…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
301029,怡合达,chinext,revenue_by_region,partial,partial,23,status_partial_multi_row,P1,manual_review,low,"分地区 华南地区 1,134,529,59 9.24 774,440,950. 30 31.74% -20.10% -13.94% -4.89% 华东地区 953,450,698. 45 595,810,676. 31 37.51% -6.56% -5.43% -0.75% 分销售模式 线上订单 526,119,533. 26 311,879,275. 86 40.72% 5.80% 7.21%…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=2
301096,百诚医药,chinext,revenue_by_region,partial,found,33,single_row_domestic_foreign,P1,audit_only,medium,"分地区 境内 801,595,269.16 99.96% 1,017,448,123.5 0 100.00% -21.22% 境外 327,975.06 0.04% 0.00% 分销售模式 （2） 占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用 □不适用 单位：元 营业收入 营业成本 毛利率 营业收入比上 年同期增减 营业成本比上 年同期增减 毛利率比上年 同期增减…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
301190,善水科技,chinext,revenue_by_region,wrong,found,23,wrong_table_sales_mode_bleed,P1,extraction_tier4,medium,"分地区 国内 504,617,322.62 100.00% 495,286,440.12 100.00% 1.88% 分销售模式 生产型客户 329,067,471.11 65.21% 351,737,491.73 71.02% -6.45% 贸易型客户 175,549,851.51 34.79% 143,548,948.39 28.98% 22.29% （2） 占公司营业收入或营业利润10%以…",PDF review then extraction,"Captured sales-mode sibling table; data_rows=0; raw_rows=0; flags={'stitched': True, 'continuation_page': 24}"
301325,曼恩斯特,chinext,revenue_by_region,partial,found,30,single_row_domestic_foreign,P1,audit_only,medium,"分地区 境内 1,674,032,384.04 98.53% 793,703,490.60 99.83% 110.91% 境外 24,930,130.22 1.47% 1,331,610.22 0.17% 1,772.18% 分销售模式 公司需遵守《深圳证券交易所上市公司自律监管指引第4 号——创业板行业信息披露》中的“锂离子电池产业链相关 业务”的披露要求 报告期内上市公司从事锂离子电池产业链…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
301333,诺思格,chinext,revenue_by_region,partial,found,16,single_row_domestic_foreign,P1,audit_only,medium,"分地区 境内 664,580,888.80 89.32% 674,388,974.11 93.49% -1.45% 境外 79,423,218.73 10.68% 46,984,169.15 6.51% 69.04% 分销售模式 （2） 占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用 □不适用 单位：元 营业收入 营业成本 毛利率 营业收入比上 年同期增减 营业成本…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
301382,蜂助手,chinext,revenue_by_region,wrong,found,30,wrong_table_sales_mode_bleed,P1,extraction_tier4,medium,"分地区 分销售模式 公司主营业务数据统计口径在报告期发生调整的情况下，公司最近1 年按报告期末口径调整后的主营业务数据 □适用 不适用 （4） 营业成本构成 行业分类 单位：元 行业分类 项目 2024 年 2023 年 同比增减 金额 占营业成本比 重 金额 占营业成本比 重 互联网和相关 服务业 信息服务费 1,125,058,35 8.88 93.24% 847,175,292. 86…",PDF review then extraction,"Captured sales-mode sibling table; data_rows=0; raw_rows=0; flags={'stitched': True, 'preview_trimmed': True, 'continuation_page': 31}"
301397,溯联股份,chinext,revenue_by_region,partial,found,20,single_row_domestic_foreign,P1,audit_only,medium,"分地区 境内地区 1,241,118,538.97 99.94% 1,010,519,689.47 100.00% 22.82% 境外地区 703,663.94 0.06% 0.06% 分销售模式 （2）占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用□不适用 单位：元 营业收入 营业成本 毛利率 营业收入比上 年同期增减 营业成本比上 年同期增减 毛利率比上年 同期…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
301551,无线传媒,chinext,revenue_by_region,wrong,found,17,wrong_table_sales_mode_bleed,P1,extraction_tier4,medium,"分地区 分销售模式 （2） 占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用 □不适用 单位：元 营业收入 营业成本 毛利率 营业收入比上 年同期增减 营业成本比上 年同期增减 毛利率比上年 同期增减 分行业 信息传播业 601,190,965.30 277,426,608.31 53.85% -4.28% -0.75% -2.96% 分产品 基础业务 529,262…",PDF review then extraction,"Captured sales-mode sibling table; data_rows=0; raw_rows=0; flags={'stitched': True, 'preview_trimmed': True, 'continuation_page': 18}"
600017,日照港,sse_main,revenue_by_region,partial,found,12,single_row_domestic_foreign,P1,audit_only,medium,主营业务分地区情况,audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
600070,*ST富润,sse_main,revenue_by_region,partial,found,14,single_row_domestic_foreign,P1,audit_only,medium,主营业务分地区情况,audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
600132,重庆啤酒,sse_main,revenue_by_region,wrong,found,22,empty_table_no_stitch,P1,manual_review,medium,主营业务分地区情况,PDF review then extraction,Section hit but no table rows parsed; data_rows=0; raw_rows=0; flags={}
600161,天坛生物,sse_main,revenue_by_region,partial,found,17,single_row_domestic_foreign,P1,audit_only,medium,主营业务分地区情况,audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
600249,两面针,sse_main,revenue_by_region,partial,found,12,single_row_domestic_foreign,P1,audit_only,medium,主营业务分地区情况,audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
600316,洪都航空,sse_main,revenue_by_region,partial,found,11,single_row_domestic_foreign,P1,audit_only,medium,主营业务分地区情况,audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
600355,*ST精伦,sse_main,revenue_by_region,partial,found,12,single_row_domestic_foreign,P1,audit_only,medium,主营业务分地区情况,audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
600398,海澜之家,sse_main,revenue_by_region,wrong,found,41,empty_table_no_stitch,P1,manual_review,medium,主营业务分地区情况,PDF review then extraction,Section hit but no table rows parsed; data_rows=0; raw_rows=0; flags={}
